Headlines:,Links:,Sentiment:,Hour:
No more “Tesla Killers:” It’s becoming increasingly difficult to distinguish the “EV market” from the mainstream auto segment,https://news.google.com/articles/CBMiQWh0dHBzOi8vd3d3LnRlc2xhcmF0aS5jb20vdGVzbGEta2lsbGVycy1ldi1tYXJrZXQtdnMtYXV0by1tYXJrZXQv0gFFaHR0cHM6Ly93d3cudGVzbGFyYXRpLmNvbS90ZXNsYS1raWxsZXJzLWV2LW1hcmtldC12cy1hdXRvLW1hcmtldC9hbXAv?hl=en-SG&gl=SG&ceid=SG%3Aen,-6.000000238418579,1
"Tesla Model X Plaid Now Comes Only As 6-Seater, Costs $6,500 More",https://news.google.com/articles/CAIiEHoOB2p4ZeXrarUF1u5BCPYqGQgEKhAIACoHCAowsciUCzCQkKoDMP7TxwY?uo=CAUiQGh0dHBzOi8vaW5zaWRlZXZzLmNvbS9uZXdzLzU1OTM0MS90ZXNsYS1tb2RlbHgtcGxhaWQtb25seS02c2VhdC_SAQA&hl=en-SG&gl=SG&ceid=SG%3Aen,-2.0000000298023224,1
Oregon man going to jail after he bought Tesla stock with Covid funds,https://news.google.com/articles/CAIiEFhbqy41qMZcS2h6M3ur3WEqMwgEKioIACIQ7FiBDgFJQGDseo8Eq4P1hioUCAoiEOxYgQ4BSUBg7HqPBKuD9YYwvZvLBg?uo=CAUia2h0dHBzOi8vbWFya2V0cy5idXNpbmVzc2luc2lkZXIuY29tL25ld3Mvc3RvY2tzL29yZWdvbi1tYW4tamFpbGVkLXRlc2xhLXN0b2NrLWNvdmlkLXJlbGllZi1mdW5kcy1kb2otMjAyMi0x0gEA&hl=en-SG&gl=SG&ceid=SG%3Aen,-6.9999998807907104,1
"GM is a better EV bet than Tesla, this investor says",https://news.google.com/articles/CBMiWmh0dHBzOi8vd3d3LmNhbnRlY2hsZXR0ZXIuY29tLzIwMjIvMDEvZ20taXMtYS1iZXR0ZXItZXYtYmV0LXRoYW4tdGVzbGEtdGhpcy1pbnZlc3Rvci1zYXlzL9IBXmh0dHBzOi8vd3d3LmNhbnRlY2hsZXR0ZXIuY29tLzIwMjIvMDEvZ20taXMtYS1iZXR0ZXItZXYtYmV0LXRoYW4tdGVzbGEtdGhpcy1pbnZlc3Rvci1zYXlzL2FtcC8?hl=en-SG&gl=SG&ceid=SG%3Aen,-2.0000000298023224,1
Tesla's sales help UK reach new electric market share milestone,https://news.google.com/articles/CBMiOWh0dHBzOi8vd3d3LmRhaWppd29ybGQuY29tL25ld3MvbmV3c0Rpc3BsYXk_bmV3c0lEPTkxMjgxOdIBAA?hl=en-SG&gl=SG&ceid=SG%3Aen,3.0000001192092896,1
"Hybrid Cars Market Analysis, Research Study With Tesla, Mercedes-Benz, SAIC – Industrial IT",https://news.google.com/articles/CBMiZWh0dHBzOi8vaW5kdXN0cmlhbGl0LmNvbS5hdS9oeWJyaWQtY2Fycy1tYXJrZXQtYW5hbHlzaXMtcmVzZWFyY2gtc3R1ZHktd2l0aC10ZXNsYS1tZXJjZWRlcy1iZW56LXNhaWMv0gEA?hl=en-SG&gl=SG&ceid=SG%3Aen,0.0,1
GM's pioneering EV1 was doomed almost from the start: What went wrong,https://news.google.com/articles/CBMimgFodHRwczovL3d3dy5iYWtlcnNmaWVsZC5jb20vYXAvbmV3cy9nbS1zLXBpb25lZXJpbmctZXYxLXdhcy1kb29tZWQtYWxtb3N0LWZyb20tdGhlLXN0YXJ0LXdoYXQtd2VudC13cm9uZy9hcnRpY2xlX2YyNDMzOTY4LWM2NmMtNTBmNi1iNDg0LTE0ZGU5MzQ1Mzc1YS5odG1s0gEA?hl=en-SG&gl=SG&ceid=SG%3Aen,-8.00000011920929,1
"Mercedes' sleek, electric Vision EQXX concept claims 620-mile range",https://news.google.com/articles/CBMilwFodHRwczovL3d3dy5iYWtlcnNmaWVsZC5jb20vYXAvbmV3cy9tZXJjZWRlcy1zbGVlay1lbGVjdHJpYy12aXNpb24tZXF4eC1jb25jZXB0LWNsYWltcy02MjAtbWlsZS1yYW5nZS9hcnRpY2xlX2EzMmIzMDBiLTgwZjgtNWNmZC1hZDY3LTg0OTQ4Y2ViMTM3OC5odG1s0gEA?hl=en-SG&gl=SG&ceid=SG%3Aen,2.0000000298023224,1
"Unmanned Vehicles Market Outlook 2021 Analysis by Leading Keyplayers | Apple Inc.,Baidu Inc.,Tesla Motors,Inc. – Industrial IT",https://news.google.com/articles/CBMihQFodHRwczovL2luZHVzdHJpYWxpdC5jb20uYXUvdW5tYW5uZWQtdmVoaWNsZXMtbWFya2V0LW91dGxvb2stMjAyMS1hbmFseXNpcy1ieS1sZWFkaW5nLWtleXBsYXllcnMtYXBwbGUtaW5jLWJhaWR1LWluYy10ZXNsYS1tb3RvcnNpbmMv0gEA?hl=en-SG&gl=SG&ceid=SG%3Aen,1.0000000149011612,1
"Electric Vehicles (EV) Market to Witness Huge Growth by 2028 | BAIC Corporation, Tesla, General Motors – Industrial IT",https://news.google.com/articles/CBMifWh0dHBzOi8vaW5kdXN0cmlhbGl0LmNvbS5hdS9lbGVjdHJpYy12ZWhpY2xlcy1ldi1tYXJrZXQtdG8td2l0bmVzcy1odWdlLWdyb3d0aC1ieS0yMDI4LWJhaWMtY29ycG9yYXRpb24tdGVzbGEtZ2VuZXJhbC1tb3RvcnMv0gEA?hl=en-SG&gl=SG&ceid=SG%3Aen,0.0,1
